Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date
1411,David,Lopez,63,Other,Address_1411,Los Angeles,19458796264,david.lopez@kag.com,Current,5178.27,1/27/2010,7/1/2023,1411,1/19/2023,Transfer,1042,4136.27,85,1411,5370.88,Auto,7.24,48,12/18/2021,Rejected,1411,MasterCard,5776.92,305.98,15.3,6/22/2023,5/2/2023,7439,1411,7/11/2023,Suggestion,Resolved,10/30/2023
1412,Michelle,Thomas,33,Male,Address_1412,Denver,19458796265,michelle.thomas@kag.com,Current,2521.31,1/21/2001,2/8/2023,1412,12/3/2023,Withdrawal,34.17,2555.48,30,1412,47948.16,Auto,6.71,60,11/22/2021,Closed,1412,MasterCard,7685.04,3519.25,175.96,7/3/2023,6/21/2023,9750,1412,9/26/2023,Complaint,Resolved,1/25/2023
1413,Mary,Taylor,19,Other,Address_1413,Oklahoma City,19458796266,mary.taylor@kag.com,Savings,9227.45,1/25/2004,6/2/2023,1413,4/6/2023,Deposit,903.53,10130.98,80,1413,43957.34,Personal,6.18,12,7/2/2020,Rejected,1413,MasterCard,5124.81,3238.35,161.92,4/15/2023,1/16/2023,9370,1413,12/17/2023,Complaint,Resolved,3/15/2023
1414,Brian,Hall,25,Female,Address_1414,Memphis,19458796267,brian.hall@kag.com,Current,5039.59,12/18/2006,3/4/2023,1414,10/11/2023,Transfer,602.55,5642.14,63,1414,43818.85,Auto,6.36,12,1/6/2020,Rejected,1414,AMEX,2975.94,3403.09,170.15,2/22/2023,8/14/2023,8774,1414,10/4/2023,Praise,Pending,3/2/2023
1415,Matthew,Thompson,30,Other,Address_1415,Philadelphia,19458796268,matthew.thompson@kag.com,Savings,9786.34,11/24/2012,3/30/2023,1415,7/5/2023,Withdrawal,2274.23,7512.11,8,1415,39704.64,Auto,5.6,36,11/16/2020,Closed,1415,AMEX,7651.56,4888.21,244.41,10/22/2023,10/27/2023,6607,1415,3/15/2023,Praise,Pending,5/20/2023
1416,Joshua,Wilson,47,Female,Address_1416,San Francisco,19458796269,joshua.wilson@kag.com,Current,7368.17,7/8/2019,4/13/2023,1416,2/22/2023,Transfer,644.93,8013.1,91,1416,32045.88,Mortgage,6.53,12,5/7/2022,Rejected,1416,AMEX,5035.55,301.03,15.05,3/31/2023,10/12/2023,138,1416,8/13/2023,Complaint,Resolved,11/23/2023
1417,David,Miller,18,Female,Address_1417,Boston,19458796270,david.miller@kag.com,Savings,8125.92,9/28/2016,12/7/2023,1417,10/25/2023,Withdrawal,2085.1,6040.82,33,1417,3618.02,Mortgage,4.38,48,11/2/2022,Rejected,1417,MasterCard,8795.24,325.39,16.27,6/20/2023,1/21/2023,6342,1417,10/22/2023,Suggestion,Resolved,4/3/2023
1418,Lisa,Rivera,29,Female,Address_1418,Kansas City,19458796271,lisa.rivera@kag.com,Current,3949.9,10/20/2022,7/6/2023,1418,11/25/2023,Deposit,4997.52,8947.42,43,1418,33458.87,Personal,9.1,24,11/8/2020,Approved,1418,MasterCard,8744.2,3691.94,184.6,10/25/2023,3/7/2023,7768,1418,6/23/2023,Praise,Pending,6/8/2023
1419,Kevin,Young,66,Female,Address_1419,Houston,19458796272,kevin.young@kag.com,Current,1426.81,8/11/2005,6/8/2023,1419,4/1/2023,Withdrawal,2521.8,3948.61,76,1419,37599.44,Mortgage,6.32,60,4/29/2022,Closed,1419,MasterCard,9624.7,4863.81,243.19,7/8/2023,3/13/2023,3210,1419,4/5/2023,Praise,Pending,12/2/2023
1420,Melissa,Anderson,24,Male,Address_1420,Baltimore,19458796273,melissa.anderson@kag.com,Current,6927.99,5/5/2014,2/18/2023,1420,1/19/2023,Transfer,4623.99,11551.98,43,1420,7410.18,Personal,9.43,12,5/12/2022,Closed,1420,AMEX,7286.05,2713.58,135.68,9/22/2023,10/19/2023,4640,1420,5/23/2023,Praise,Resolved,12/5/2023
1421,Patricia,Baker,65,Female,Address_1421,Oklahoma City,19458796274,patricia.baker@kag.com,Savings,4130,5/6/2002,8/10/2023,1421,3/18/2023,Withdrawal,3512.52,7642.52,45,1421,31172.05,Auto,4.64,24,4/23/2020,Closed,1421,MasterCard,5431.51,4063.47,203.17,11/21/2023,5/11/2023,9439,1421,1/9/2023,Suggestion,Pending,1/13/2023
1422,Sandra,Taylor,31,Male,Address_1422,Chicago,19458796275,sandra.taylor@kag.com,Savings,9493.93,2/17/2003,12/25/2023,1422,5/10/2023,Transfer,4472.66,13966.59,87,1422,24464.51,Auto,4.55,60,7/12/2022,Approved,1422,MasterCard,6048.22,3046.94,152.35,8/4/2023,8/29/2023,360,1422,11/28/2023,Complaint,Pending,10/8/2023
1423,Mark,Green,59,Other,Address_1423,El Paso,19458796276,mark.green@kag.com,Savings,2016.96,10/8/2007,7/7/2023,1423,5/26/2023,Deposit,3131.65,-1114.69,54,1423,24149.64,Personal,9.69,24,6/15/2020,Closed,1423,AMEX,4229.37,4661.98,233.1,4/5/2023,11/1/2023,9252,1423,8/29/2023,Suggestion,Resolved,2/1/2023
1424,Brian,Campbell,52,Female,Address_1424,Seattle,19458796277,brian.campbell@kag.com,Current,6302.38,11/1/2022,9/10/2023,1424,9/2/2023,Transfer,4052.37,2250.01,65,1424,10773.65,Auto,7.56,12,11/9/2022,Rejected,1424,MasterCard,6934.78,998.1,49.9,8/26/2023,2/10/2023,3451,1424,10/29/2023,Praise,Resolved,10/8/2023
1425,Kimberly,Baker,45,Other,Address_1425,Detroit,19458796278,kimberly.baker@kag.com,Current,8674.01,2/15/2019,12/31/2023,1425,6/30/2023,Transfer,1520.97,10194.98,7,1425,37232.47,Personal,5.67,24,2/7/2021,Rejected,1425,AMEX,1830.04,1810.53,90.53,9/22/2023,8/17/2023,4512,1425,12/3/2023,Suggestion,Pending,5/4/2023
1426,Daniel,King,29,Male,Address_1426,Mesa,19458796279,daniel.king@kag.com,Savings,4088.01,3/16/2006,7/11/2023,1426,5/16/2023,Deposit,1865.83,2222.18,36,1426,46331.11,Mortgage,7.47,48,4/7/2020,Rejected,1426,MasterCard,9924.81,3063.76,153.19,2/28/2023,4/2/2023,1449,1426,8/21/2023,Praise,Pending,2/16/2023
1427,Paul,Jones,57,Female,Address_1427,San Diego,19458796280,paul.jones@kag.com,Current,9541.31,4/27/2017,9/1/2023,1427,7/31/2023,Deposit,4801.7,4739.61,25,1427,39602.36,Mortgage,4.57,36,11/20/2021,Closed,1427,AMEX,1568.47,993.1,49.66,8/7/2023,1/14/2023,3768,1427,9/16/2023,Suggestion,Pending,11/4/2023
1428,William,Hall,65,Female,Address_1428,San Francisco,19458796281,william.hall@kag.com,Savings,858.5,7/16/2000,3/12/2023,1428,5/17/2023,Withdrawal,1344.99,2203.49,85,1428,19082.58,Auto,7.83,60,5/21/2020,Closed,1428,AMEX,6423.64,4170.73,208.54,6/14/2023,4/22/2023,9606,1428,4/12/2023,Praise,Resolved,4/12/2023
1429,Jennifer,Clark,41,Male,Address_1429,Milwaukee,19458796282,jennifer.clark@kag.com,Savings,5910.56,6/7/2009,12/13/2023,1429,7/24/2023,Deposit,2112.65,8023.21,37,1429,49224.69,Mortgage,2.89,60,9/27/2020,Closed,1429,MasterCard,3615.81,3989.62,199.48,4/4/2023,11/18/2023,8263,1429,12/27/2023,Suggestion,Resolved,2/27/2023
1430,Karen,Thompson,18,Other,Address_1430,Atlanta,19458796283,karen.thompson@kag.com,Savings,7796.13,3/25/2015,3/18/2023,1430,5/29/2023,Transfer,3259.28,11055.41,12,1430,18844.34,Personal,9.56,48,9/11/2021,Approved,1430,MasterCard,8399.56,3594.73,179.74,11/4/2023,6/17/2023,6343,1430,5/8/2023,Suggestion,Resolved,1/23/2023
1431,Charles,Flores,34,Male,Address_1431,Tucson,19458796284,charles.flores@kag.com,Current,2097.89,10/21/2017,8/9/2023,1431,12/14/2023,Withdrawal,1968.09,4065.98,32,1431,12486.77,Mortgage,5.15,24,5/23/2022,Approved,1431,MasterCard,6669.19,3100.53,155.03,7/11/2023,5/29/2023,4185,1431,3/29/2023,Complaint,Resolved,11/11/2023
1432,Carol,Wilson,55,Other,Address_1432,Portland,19458796285,carol.wilson@kag.com,Savings,672.79,1/26/2015,12/9/2023,1432,2/13/2023,Deposit,114.52,558.27,49,1432,48436.15,Auto,1.84,60,4/15/2020,Rejected,1432,Visa,6466.42,1096.01,54.8,2/20/2023,8/9/2023,9114,1432,5/20/2023,Suggestion,Resolved,12/31/2023
1433,Margaret,Anderson,45,Other,Address_1433,Houston,19458796286,margaret.anderson@kag.com,Savings,890.99,11/22/2019,9/21/2023,1433,3/1/2023,Transfer,3963.23,4854.22,38,1433,39701.01,Auto,8.61,36,4/14/2022,Rejected,1433,AMEX,7737,4350,217.5,4/1/2023,8/13/2023,8147,1433,11/13/2023,Complaint,Resolved,10/20/2023
1434,Kenneth,Nelson,50,Other,Address_1434,Washington,19458796287,kenneth.nelson@kag.com,Savings,3260.37,6/15/2020,9/26/2023,1434,11/23/2023,Deposit,1684.89,4945.26,56,1434,38300.96,Personal,9.05,12,10/26/2020,Closed,1434,AMEX,2062.77,2887.85,144.39,2/25/2023,10/26/2023,1767,1434,12/31/2023,Suggestion,Pending,1/29/2023
1435,Donna,Allen,41,Female,Address_1435,Detroit,19458796288,donna.allen@kag.com,Savings,2309.4,12/30/2022,10/9/2023,1435,9/6/2023,Transfer,1146.05,1163.35,80,1435,4794.17,Mortgage,7.57,60,11/29/2021,Closed,1435,AMEX,3805.52,1059.52,52.98,5/31/2023,7/16/2023,5954,1435,11/20/2023,Praise,Pending,4/11/2023
1436,Kimberly,Walker,64,Male,Address_1436,Albuquerque,19458796289,kimberly.walker@kag.com,Savings,2316.51,1/25/2015,8/9/2023,1436,5/6/2023,Deposit,2532.77,4849.28,65,1436,10409.16,Mortgage,6.67,48,11/6/2021,Closed,1436,AMEX,5552.99,3684.61,184.23,12/1/2023,10/13/2023,4283,1436,12/19/2023,Praise,Resolved,7/6/2023
1437,Thomas,Wright,62,Female,Address_1437,Las Vegas,19458796290,thomas.wright@kag.com,Current,4639.36,6/10/2006,4/1/2023,1437,2/14/2023,Withdrawal,52.08,4587.28,26,1437,1907.38,Personal,9.36,48,9/6/2021,Approved,1437,Visa,3879.72,158.37,7.92,3/18/2023,10/25/2023,7114,1437,5/9/2023,Complaint,Pending,8/31/2023
1438,Paul,Taylor,23,Male,Address_1438,Sacramento,19458796291,paul.taylor@kag.com,Current,940.84,8/7/2007,2/25/2023,1438,1/2/2023,Withdrawal,4320.83,5261.67,57,1438,39055.81,Personal,6.6,36,1/20/2021,Rejected,1438,AMEX,1991.41,1090.13,54.51,3/13/2023,1/24/2023,4190,1438,4/11/2023,Suggestion,Resolved,9/1/2023
1439,Matthew,Ramirez,38,Other,Address_1439,Atlanta,19458796292,matthew.ramirez@kag.com,Savings,9955.46,2/10/2016,4/16/2023,1439,6/11/2023,Withdrawal,1314.14,8641.32,14,1439,14633.91,Personal,8.12,48,9/11/2020,Rejected,1439,Visa,3786.08,1134.21,56.71,1/16/2023,7/28/2023,870,1439,10/16/2023,Complaint,Pending,2/22/2023
1440,Donna,Jackson,62,Female,Address_1440,Albuquerque,19458796293,donna.jackson@kag.com,Savings,6988.5,5/19/2009,10/14/2023,1440,7/16/2023,Transfer,4614.51,11603.01,56,1440,7478.97,Auto,5.24,24,5/3/2020,Approved,1440,AMEX,5125.61,1458.32,72.92,3/28/2023,11/11/2023,933,1440,8/31/2023,Complaint,Resolved,10/2/2023
1441,Barbara,Rivera,21,Female,Address_1441,San Antonio,19458796294,barbara.rivera@kag.com,Savings,399.9,10/8/2022,9/30/2023,1441,7/13/2023,Withdrawal,3392.01,3791.91,70,1441,9912.67,Auto,7.54,60,2/11/2020,Closed,1441,Visa,2330.13,171.87,8.59,7/8/2023,7/12/2023,2065,1441,7/2/2023,Complaint,Pending,3/24/2023
1442,Daniel,Thompson,50,Female,Address_1442,Tucson,19458796295,daniel.thompson@kag.com,Savings,6949.85,5/10/2002,10/20/2023,1442,11/14/2023,Withdrawal,2747.76,9697.61,41,1442,32415.47,Personal,9.99,60,6/10/2020,Closed,1442,AMEX,6956.48,4212.88,210.64,1/26/2023,2/23/2023,6802,1442,2/18/2023,Complaint,Resolved,7/14/2023
1443,Carol,Young,27,Other,Address_1443,Milwaukee,19458796296,carol.young@kag.com,Current,7939.1,8/7/2003,2/16/2023,1443,2/16/2023,Withdrawal,4033.21,11972.31,51,1443,22219.48,Mortgage,4.44,60,2/7/2021,Closed,1443,Visa,1653.72,486.76,24.34,11/5/2023,11/11/2023,534,1443,7/9/2023,Praise,Pending,2/18/2023
1444,Lisa,Flores,53,Male,Address_1444,Fort Worth,19458796297,lisa.flores@kag.com,Current,1988.55,6/20/2012,11/3/2023,1444,8/14/2023,Transfer,4966.35,6954.9,84,1444,47128.42,Personal,7.48,24,8/9/2021,Rejected,1444,AMEX,9024.45,4145.99,207.3,1/30/2023,8/22/2023,5337,1444,7/31/2023,Complaint,Pending,9/19/2023
1445,Charles,Gonzalez,30,Other,Address_1445,Austin,19458796298,charles.gonzalez@kag.com,Savings,8418.74,11/23/2002,4/24/2023,1445,1/2/2023,Withdrawal,1263.53,7155.21,67,1445,18928.69,Personal,2.34,24,8/29/2021,Rejected,1445,Visa,4265.91,901.34,45.07,7/29/2023,12/1/2023,519,1445,7/10/2023,Praise,Resolved,9/6/2023
1446,Anthony,Martin,53,Female,Address_1446,Las Vegas,19458796299,anthony.martin@kag.com,Current,6156.47,11/8/2018,2/27/2023,1446,7/31/2023,Withdrawal,1781.93,7938.4,12,1446,41859.84,Personal,6.72,60,6/10/2022,Closed,1446,Visa,4230.25,4204.89,210.24,1/18/2023,11/12/2023,5070,1446,11/20/2023,Complaint,Resolved,12/13/2023
1447,Donald,Wright,65,Female,Address_1447,San Diego,19458796300,donald.wright@kag.com,Current,8226.47,3/27/2022,2/13/2023,1447,8/3/2023,Deposit,2427.28,5799.19,97,1447,27776.79,Personal,3.91,60,3/29/2020,Approved,1447,MasterCard,2888.49,145.46,7.27,10/22/2023,2/7/2023,5787,1447,10/29/2023,Suggestion,Resolved,5/16/2023
1448,Jennifer,Jones,26,Other,Address_1448,Albuquerque,19458796301,jennifer.jones@kag.com,Savings,7195.27,2/23/2012,12/20/2023,1448,10/20/2023,Transfer,2701.99,9897.26,49,1448,35562.03,Auto,8.8,48,1/22/2021,Closed,1448,AMEX,5337.32,3922.4,196.12,2/14/2023,7/12/2023,3501,1448,12/29/2023,Suggestion,Resolved,9/23/2023
1449,Anthony,Rodriguez,48,Female,Address_1449,Kansas City,19458796302,anthony.rodriguez@kag.com,Savings,7075.82,8/3/2021,8/19/2023,1449,3/21/2023,Withdrawal,2769.32,4306.5,1,1449,9264.38,Auto,4.24,12,8/19/2021,Approved,1449,MasterCard,8489.56,2664,133.2,2/7/2023,1/11/2023,5626,1449,7/19/2023,Praise,Pending,5/17/2023
1450,Michelle,Lewis,21,Female,Address_1450,Washington,19458796303,michelle.lewis@kag.com,Savings,1666.59,4/22/2004,9/24/2023,1450,4/29/2023,Withdrawal,2749.37,4415.96,19,1450,37700.24,Mortgage,5.01,24,7/26/2022,Rejected,1450,Visa,6280.71,1081.48,54.07,10/19/2023,9/1/2023,6055,1450,2/16/2023,Complaint,Resolved,11/1/2023
1451,Kimberly,Garcia,37,Male,Address_1451,Fresno,19458796304,kimberly.garcia@kag.com,Savings,3226.39,9/14/2019,1/12/2023,1451,3/27/2023,Withdrawal,4142.93,7369.32,66,1451,5197.11,Auto,9.82,48,11/21/2021,Rejected,1451,MasterCard,8291.44,2032.45,101.62,12/20/2023,7/2/2023,1355,1451,4/12/2023,Complaint,Pending,3/2/2023
1452,Barbara,Harris,25,Male,Address_1452,Denver,19458796305,barbara.harris@kag.com,Savings,5280.13,8/26/2019,7/24/2023,1452,11/15/2023,Deposit,2028.96,7309.09,58,1452,34864.95,Personal,2.94,60,9/16/2021,Rejected,1452,MasterCard,9719.07,485.44,24.27,8/7/2023,8/17/2023,9858,1452,9/20/2023,Complaint,Pending,12/21/2023
1453,Brian,Walker,44,Male,Address_1453,Oklahoma City,19458796306,brian.walker@kag.com,Current,1214.21,12/13/2004,2/23/2023,1453,2/25/2023,Deposit,64.75,1149.46,87,1453,23810.36,Personal,6.08,60,3/2/2021,Rejected,1453,Visa,6627.48,686.25,34.31,9/19/2023,5/11/2023,3114,1453,5/18/2023,Praise,Pending,4/5/2023
1454,John,Perez,53,Male,Address_1454,Columbus,19458796307,john.perez@kag.com,Current,4837.08,6/10/2019,2/3/2023,1454,3/4/2023,Deposit,4379.71,457.37,72,1454,12197.78,Personal,8.77,60,1/26/2022,Closed,1454,MasterCard,2517.91,1835.43,91.77,10/4/2023,5/19/2023,2073,1454,10/22/2023,Praise,Pending,12/31/2023
1455,Elizabeth,Johnson,26,Male,Address_1455,Tucson,19458796308,elizabeth.johnson@kag.com,Current,4508.67,1/18/2017,9/5/2023,1455,1/8/2023,Withdrawal,3314.64,7823.31,98,1455,24538.97,Mortgage,3.83,12,11/2/2020,Rejected,1455,MasterCard,3724.8,2062.13,103.11,5/12/2023,11/12/2023,5955,1455,3/12/2023,Suggestion,Resolved,3/21/2023
1456,Brian,Hall,60,Male,Address_1456,Jacksonville,19458796309,brian.hall@kag.com,Current,2396.04,6/4/2004,5/16/2023,1456,7/2/2023,Transfer,955.51,1440.53,4,1456,42928.23,Auto,1.14,24,5/27/2021,Approved,1456,MasterCard,6952.56,3880.05,194,10/3/2023,5/18/2023,6089,1456,6/27/2023,Suggestion,Resolved,3/3/2023
1457,Thomas,Jones,41,Female,Address_1457,Indianapolis,19458796310,thomas.jones@kag.com,Savings,2077.21,10/22/2012,8/18/2023,1457,8/23/2023,Transfer,157.71,1919.5,8,1457,8581.24,Personal,9.07,60,3/23/2021,Closed,1457,MasterCard,8038.12,3781.48,189.07,3/4/2023,5/20/2023,8121,1457,9/17/2023,Complaint,Resolved,7/31/2023
1458,Sandra,Clark,54,Female,Address_1458,Houston,19458796311,sandra.clark@kag.com,Current,2549,8/18/2013,12/22/2023,1458,3/31/2023,Deposit,1585.74,4134.74,27,1458,9311.69,Personal,6.58,48,5/9/2020,Closed,1458,Visa,6891.07,1200.57,60.03,4/23/2023,10/23/2023,1771,1458,11/17/2023,Suggestion,Resolved,2/3/2023
1459,Charles,Harris,58,Male,Address_1459,Portland,19458796312,charles.harris@kag.com,Savings,6090.56,9/5/2010,10/5/2023,1459,4/14/2023,Withdrawal,630.99,6721.55,26,1459,27165.87,Personal,3.07,36,5/5/2021,Closed,1459,Visa,6210.58,919.4,45.97,12/9/2023,2/8/2023,945,1459,10/7/2023,Suggestion,Resolved,7/2/2023
1460,Betty,Davis,57,Other,Address_1460,Louisville,19458796313,betty.davis@kag.com,Current,4208.03,5/20/2002,9/18/2023,1460,10/6/2023,Transfer,4485.16,-277.13,97,1460,31637.47,Mortgage,3.49,36,1/17/2020,Closed,1460,MasterCard,9342.6,841.55,42.08,8/22/2023,1/16/2023,6776,1460,5/29/2023,Suggestion,Resolved,2/17/2023
1461,Melissa,Smith,47,Male,Address_1461,Indianapolis,19458796314,melissa.smith@kag.com,Savings,4198.2,10/26/2000,1/20/2023,1461,12/7/2023,Withdrawal,1396.55,2801.65,43,1461,21589.79,Auto,8.2,12,8/1/2020,Approved,1461,AMEX,5468.9,2953.63,147.68,4/21/2023,12/21/2023,2420,1461,12/30/2023,Suggestion,Pending,4/11/2023
1462,Mary,Martin,43,Female,Address_1462,Tucson,19458796315,mary.martin@kag.com,Current,1899.16,3/19/2006,8/3/2023,1462,9/7/2023,Deposit,3531.27,-1632.11,40,1462,14053.24,Mortgage,6.78,24,7/26/2020,Rejected,1462,AMEX,6999.91,2902.67,145.13,2/18/2023,9/9/2023,810,1462,9/19/2023,Complaint,Resolved,5/16/2023
1463,Kevin,Baker,21,Other,Address_1463,Denver,19458796316,kevin.baker@kag.com,Current,7894.92,11/7/2011,8/20/2023,1463,5/8/2023,Deposit,3293.37,11188.29,50,1463,4292.41,Auto,7.59,24,6/2/2021,Approved,1463,MasterCard,3811.06,524.65,26.23,12/15/2023,9/20/2023,9075,1463,1/29/2023,Suggestion,Pending,9/18/2023
1464,James,Thompson,69,Other,Address_1464,Nashville,19458796317,james.thompson@kag.com,Current,7033.76,2/3/2006,4/28/2023,1464,12/26/2023,Withdrawal,3572.73,3461.03,67,1464,3439.86,Personal,6.2,12,11/13/2020,Closed,1464,Visa,4499.61,1702.01,85.1,8/17/2023,12/2/2023,1307,1464,11/18/2023,Suggestion,Resolved,4/28/2023
1465,Margaret,Young,18,Other,Address_1465,Washington,19458796318,margaret.young@kag.com,Savings,4347.84,3/14/2000,2/18/2023,1465,6/29/2023,Transfer,2654.91,1692.93,73,1465,3000.19,Mortgage,8.11,36,7/1/2022,Approved,1465,MasterCard,3109.9,4371.92,218.6,6/5/2023,12/3/2023,9038,1465,7/30/2023,Complaint,Resolved,7/18/2023
1466,Sandra,Hernandez,37,Female,Address_1466,Dallas,19458796319,sandra.hernandez@kag.com,Savings,1507.8,5/30/2020,4/29/2023,1466,4/3/2023,Transfer,3651.11,-2143.31,74,1466,45162.87,Mortgage,8.39,36,9/1/2022,Approved,1466,Visa,8202.27,4711.4,235.57,11/5/2023,9/9/2023,6034,1466,9/2/2023,Suggestion,Resolved,7/12/2023
1467,Mark,Hill,45,Other,Address_1467,Dallas,19458796320,mark.hill@kag.com,Current,7175.54,4/3/2019,5/27/2023,1467,7/1/2023,Deposit,2566.84,9742.38,29,1467,7436.5,Mortgage,4.48,60,7/29/2021,Closed,1467,AMEX,2792.29,4859.62,242.98,9/19/2023,6/6/2023,8771,1467,6/24/2023,Complaint,Pending,10/9/2023
1468,Charles,Campbell,62,Female,Address_1468,Dallas,19458796321,charles.campbell@kag.com,Savings,8998.56,10/1/2003,8/6/2023,1468,7/31/2023,Withdrawal,1894.26,10892.82,85,1468,15461.05,Auto,9.11,48,2/12/2020,Approved,1468,MasterCard,3091.24,3468.11,173.41,1/30/2023,7/22/2023,767,1468,10/28/2023,Praise,Pending,7/20/2023
1469,William,White,41,Female,Address_1469,Portland,19458796322,william.white@kag.com,Current,1864.79,12/26/2003,8/16/2023,1469,7/23/2023,Deposit,4293.62,6158.41,42,1469,49308.72,Mortgage,5.55,60,5/4/2022,Closed,1469,MasterCard,1964.64,188.6,9.43,6/15/2023,3/23/2023,2164,1469,8/1/2023,Suggestion,Pending,10/12/2023
1470,Michelle,Hernandez,45,Male,Address_1470,San Francisco,19458796323,michelle.hernandez@kag.com,Current,6066.34,3/15/2006,9/20/2023,1470,2/6/2023,Transfer,2299.04,8365.38,18,1470,46446.26,Mortgage,2.44,24,5/8/2021,Rejected,1470,Visa,7611.33,2425.87,121.29,8/12/2023,5/2/2023,7744,1470,1/21/2023,Complaint,Pending,6/4/2023
1471,William,Lewis,45,Female,Address_1471,San Diego,19458796324,william.lewis@kag.com,Savings,4300.66,2/8/2021,12/2/2023,1471,8/6/2023,Withdrawal,2844.51,1456.15,81,1471,3100.23,Personal,2.97,60,1/3/2022,Rejected,1471,Visa,1683.35,1215.96,60.8,3/17/2023,11/28/2023,8995,1471,10/27/2023,Suggestion,Pending,2/11/2023
1472,Margaret,Sanchez,22,Other,Address_1472,Indianapolis,19458796325,margaret.sanchez@kag.com,Savings,967.74,7/8/2018,1/10/2023,1472,5/26/2023,Withdrawal,2330.38,-1362.64,21,1472,28011.92,Mortgage,7.6,24,8/28/2022,Closed,1472,AMEX,1536.65,4439.84,221.99,1/28/2023,7/10/2023,682,1472,3/26/2023,Complaint,Resolved,10/29/2023
1473,Ronald,Thomas,49,Female,Address_1473,Seattle,19458796326,ronald.thomas@kag.com,Current,7285.69,10/19/2007,12/29/2023,1473,2/28/2023,Deposit,3879.74,11165.43,67,1473,32041.43,Personal,4.4,60,4/11/2020,Approved,1473,AMEX,6627.36,211.7,10.58,9/11/2023,5/19/2023,7658,1473,3/19/2023,Complaint,Resolved,3/15/2023
1474,Joshua,Wright,69,Female,Address_1474,Tucson,19458796327,joshua.wright@kag.com,Current,804.36,12/14/2001,5/30/2023,1474,5/9/2023,Withdrawal,2703.37,3507.73,62,1474,3651.59,Personal,3.36,48,10/8/2020,Approved,1474,MasterCard,4379.57,564.75,28.24,12/17/2023,5/7/2023,6662,1474,10/18/2023,Suggestion,Pending,5/15/2023
1475,Michelle,Martin,47,Male,Address_1475,New York,19458796328,michelle.martin@kag.com,Current,7052.09,6/9/2020,8/6/2023,1475,5/21/2023,Withdrawal,2359.19,4692.9,27,1475,36678.18,Mortgage,6.44,60,8/1/2021,Closed,1475,MasterCard,9343.68,1431.15,71.56,2/25/2023,10/11/2023,6617,1475,4/28/2023,Suggestion,Pending,4/2/2023
1476,Andrew,Rivera,38,Male,Address_1476,Fort Worth,19458796329,andrew.rivera@kag.com,Current,2883.41,9/24/2019,5/13/2023,1476,2/2/2023,Withdrawal,1296.55,1586.86,96,1476,49405.63,Personal,8.04,60,9/18/2021,Closed,1476,Visa,8894.18,3504.29,175.21,11/3/2023,4/29/2023,856,1476,9/29/2023,Complaint,Pending,1/20/2023
1477,Kimberly,Williams,59,Female,Address_1477,Philadelphia,19458796330,kimberly.williams@kag.com,Current,5700.03,11/19/2014,7/23/2023,1477,1/22/2023,Withdrawal,4558.59,1141.44,93,1477,22039.6,Auto,1.98,60,8/4/2020,Closed,1477,AMEX,5470.88,4680.99,234.05,9/23/2023,2/15/2023,4845,1477,10/20/2023,Praise,Pending,2/13/2023
1478,Timothy,Smith,33,Female,Address_1478,Phoenix,19458796331,timothy.smith@kag.com,Current,1688.49,9/14/2021,1/24/2023,1478,7/24/2023,Deposit,4317.22,6005.71,47,1478,23021.46,Auto,5.04,24,7/25/2020,Rejected,1478,AMEX,1738.53,1940.87,97.04,5/18/2023,12/4/2023,8221,1478,11/23/2023,Complaint,Pending,8/29/2023
1479,Nancy,Campbell,25,Female,Address_1479,Indianapolis,19458796332,nancy.campbell@kag.com,Current,3771.88,3/26/2002,5/23/2023,1479,3/13/2023,Withdrawal,2163.15,5935.03,93,1479,33308,Auto,7.94,60,2/1/2022,Closed,1479,MasterCard,5953.18,1708.22,85.41,3/7/2023,1/3/2023,1956,1479,7/5/2023,Suggestion,Pending,4/8/2023
1480,Lisa,Smith,29,Male,Address_1480,Seattle,19458796333,lisa.smith@kag.com,Savings,1130.49,11/10/2004,12/10/2023,1480,6/30/2023,Transfer,3302,4432.49,26,1480,37090.56,Personal,9.13,36,6/16/2021,Approved,1480,AMEX,9949.11,3913.52,195.68,7/4/2023,5/22/2023,667,1480,9/15/2023,Suggestion,Pending,4/3/2023
1481,Robert,Taylor,49,Male,Address_1481,Seattle,19458796334,robert.taylor@kag.com,Savings,4726.31,1/24/2020,8/4/2023,1481,7/7/2023,Deposit,2545.48,2180.83,9,1481,39698.84,Auto,1.12,36,2/11/2020,Closed,1481,Visa,6943.36,4491.04,224.55,10/19/2023,6/16/2023,9565,1481,4/18/2023,Complaint,Resolved,4/23/2023
1482,Steven,Johnson,42,Other,Address_1482,New York,19458796335,steven.johnson@kag.com,Savings,2211.58,6/12/2014,8/22/2023,1482,2/19/2023,Withdrawal,889.16,1322.42,91,1482,4801.41,Auto,6.9,48,12/29/2022,Closed,1482,Visa,8147.27,437.97,21.9,2/14/2023,1/25/2023,4734,1482,6/25/2023,Praise,Resolved,11/6/2023
